A	B	DRB1	freq
11	58	1403	0
11	58	1404	0
11	58	1405	0
11	58	1406	0
11	58	1501	0.000007
11	58	1502	0.000001
11	58	1503	0
11	58	1601	0
11	58	1602	0
11	59	0101	0
11	59	0104	0
11	59	0301	0
11	59	0405	0
11	59	0406	0
11	59	0701	0
11	59	0703	0
11	59	0803	0
11	59	1101	0
11	59	1202	0
11	59	1301	0
11	59	1302	0
11	59	1307	0
11	59	1311	0
11	59	1401	0
11	59	1405	0
11	59	1407	0
11	60	0101	0.000091
11	60	0102	0.000001
11	60	0103	0.000005
11	60	0301	0.000067
11	60	0302	0
11	60	0305	0.000001
11	60	0401	0.000168
11	60	0402	0.000004
11	60	0403	0.000051
11	60	0404	0.000784
11	60	0405	0.000003
11	60	0406	0
11	60	0407	0.000008
11	60	0408	0.000005
11	60	0410	0
11	60	0432	0.000001
11	60	0435	0
11	60	0701	0.000065
11	60	0801	0.000027
11	60	0802	0.000004
11	60	0803	0.000009
11	60	0804	0
11	60	0809	0
11	60	0810	0
11	60	0814	0
11	60	0901	0.000056
11	60	1001	0.000003
11	60	1101	0.00008
11	60	1102	0
11	60	1103	0.000001
11	60	1104	0.000009
11	60	1106	0
11	60	1131	0
11	60	1133	0
11	60	1201	0.000029
11	60	1202	0
11	60	1301	0.000189
11	60	1302	0.00042
11	60	1303	0.000001
11	60	1305	0.000001
11	60	1307	0
11	60	1312	0
11	60	1321	0
11	60	1349	0
11	60	1401	0.000037
11	60	1402	0.000001
11	60	1403	0
11	60	1404	0
11	60	1405	0
11	60	1406	0
11	60	1407	0
11	60	1415	0
11	60	1418	0
11	60	1423	0
11	60	1424	0
11	60	1425	0
11	60	1501	0.00009
11	60	1502	0
11	60	1503	0.000001
11	60	1601	0.000015
11	60	1602	0.000001
11	61	0101	0.000029
11	61	0102	0.000001
11	61	0103	0.000001
11	61	0301	0.000018
11	61	0302	0
11	61	0401	0.000042
11	61	0402	0.000005
11	61	0403	0.000002
11	61	0404	0.000018
11	61	0405	0
11	61	0406	0
11	61	0407	0.000002
11	61	0408	0.000004
11	61	0410	0.000002
11	61	0411	0
11	61	0413	0
11	61	0416	0
11	61	0424	0
11	61	0701	0.000034
11	61	0801	0.000021
11	61	0802	0.000046
11	61	0803	0
11	61	0805	0
11	61	0901	0.000011
11	61	1001	0.000004
11	61	1101	0.000122
11	61	1102	0.000001
11	61	1103	0.000001
11	61	1104	0.000009
11	61	1106	0.000001
11	61	1108	0
11	61	1111	0
11	61	1201	0.000002
11	61	1202	0
11	61	1301	0.000279
11	61	1302	0.000012
11	61	1303	0.000001
11	61	1305	0.000002
11	61	1328	0.000001
11	61	1401	0.000006
11	61	1402	0.000004
11	61	1403	0.000001
11	61	1404	0.000001
11	61	1405	0
11	61	1406	0
11	61	1409	0.000001
11	61	1410	0
11	61	1412	0
11	61	1414	0
11	61	1415	0
11	61	1444	0
11	61	1501	0.000038
11	61	1502	0
11	61	1506	0.000001
11	61	1601	0.000014
11	61	1602	0.000012
11	61	1605	0.000001
11	62	0101	0.000424
11	62	0102	0.000001
11	62	0103	0.000016
11	62	0301	0.000058
11	62	0401	0.000669
11	62	0402	0.000001
11	62	0403	0.000012
11	62	0404	0.000147
11	62	0405	0.000007
11	62	0406	0.000012
11	62	0407	0.000009
11	62	0408	0.000005
11	62	0410	0
11	62	0415	0
11	62	0701	0.000102
11	62	0801	0.000155
11	62	0802	0
11	62	0803	0.000005
11	62	0804	0.000005
11	62	0807	0.000001
11	62	0809	0
11	62	0811	0.000001
11	62	0901	0.000068
11	62	1001	0.000002
11	62	1101	0.000222
11	62	1102	0.000003
11	62	1103	0.000036
11	62	1104	0.000005
11	62	1106	0
11	62	1108	0.000001
11	62	1113	0.000001
11	62	1147	0
11	62	1201	0.000009
11	62	1202	0.000005
11	62	1301	0.000331
11	62	1302	0.000066
11	62	1303	0.000005
11	62	1305	0.000001
11	62	1306	0
11	62	1312	0
11	62	1322	0
11	62	1328	0.000001
11	62	1349	0
11	62	1401	0.000041
11	62	1402	0
11	62	1403	0
11	62	1404	0.000003
11	62	1405	0
11	62	1406	0
11	62	1407	0.000002
11	62	1410	0
11	62	1415	0
11	62	1425	0
11	62	1501	0.000234
11	62	1502	0.000001
11	62	1503	0
11	62	1504	0
11	62	1506	0
11	62	1511	0
11	62	1601	0.000058
11	62	1602	0.000002
11	62	1604	0
11	62	1605	0
11	63	0101	0.000004
11	63	0102	0.000014
11	63	0301	0.000005
11	63	0302	0
11	63	0401	0.000002
11	63	0402	0.000017
11	63	0404	0
11	63	0405	0.000002
11	63	0410	0
11	63	0424	0
11	63	0701	0.000027
11	63	0804	0
11	63	0901	0
11	63	1101	0.000006
11	63	1103	0.000001
11	63	1104	0.000004
11	63	1124	0.000002
11	63	1201	0
11	63	1202	0
11	63	1301	0.000003
11	63	1302	0.00004
11	63	1303	0
11	63	1304	0
11	63	1312	0
11	63	1401	0
11	63	1404	0
11	63	1405	0
11	63	1407	0
11	63	1408	0
11	63	1501	0.000001
11	63	1506	0
11	63	1601	0.000002
11	67	0101	0
11	67	0403	0
11	67	0404	0
11	67	0405	0
11	67	0406	0
11	67	0407	0
11	67	0408	0
11	67	0410	0
11	67	0419	0
11	67	0701	0
11	67	0802	0
11	67	0803	0
11	67	0901	0
11	67	1001	0
11	67	1101	0
11	67	1201	0
11	67	1301	0
11	67	1401	0
11	67	1403	0
11	67	1405	0
11	67	1406	0
11	67	1501	0
11	67	1602	0.000001
11	70	0101	0.000014
11	70	0102	0
11	70	0103	0.000005
11	70	0301	0.000004
11	70	0302	0
11	70	0401	0.000007
11	70	0402	0.000001
11	70	0403	0
11	70	0404	0.000008
11	70	0405	0.000001
11	70	0406	0
11	70	0407	0.000023
11	70	0408	0
11	70	0410	0
11	70	0413	0
11	70	0414	0
11	70	0416	0
11	70	0701	0.000019
11	70	0801	0.000002
11	70	0802	0
11	70	0803	0
11	70	0804	0.000002
11	70	0805	0
11	70	0810	0
11	70	0901	0.000003
11	70	1001	0
11	70	1101	0.000017
11	70	1102	0
11	70	1103	0.000004
11	70	1104	0
11	70	1106	0.000001
11	70	1111	0
11	70	1201	0.000002
11	70	1202	0
11	70	1301	0.000083
11	70	1302	0.000004
11	70	1304	0
11	70	1307	0
11	70	1312	0
11	70	1321	0
11	70	1349	0
11	70	1401	0.000004
11	70	1403	0
11	70	1404	0
11	70	1415	0
11	70	1425	0
11	70	1501	0.000015
11	70	1502	0
11	70	1503	0
11	70	1601	0.000003
11	70	1602	0
11	73	0101	0
11	73	0104	0
11	73	0301	0.000001
11	73	0405	0.000001
11	73	0801	0
11	73	0803	0
11	73	0806	0
11	73	0810	0
11	73	1201	0
11	73	1202	0
11	73	1302	0.000001
11	73	1404	0
11	73	1501	0
11	73	1502	0
11	73	1504	0
11	73	1601	0
11	73	1603	0
11	73	1605	0
11	75	0101	0.000002
11	75	0102	0
11	75	0301	0
11	75	0302	0
11	75	0401	0
11	75	0403	0
11	75	0404	0
11	75	0405	0
11	75	0406	0.000001
11	75	0407	0
11	75	0408	0
11	75	0701	0
11	75	0802	0
11	75	0803	0
11	75	0804	0
11	75	0805	0
11	75	0809	0
11	75	0901	0.000002
11	75	1001	0
11	75	1101	0
11	75	1104	0.000001
11	75	1105	0
11	75	1106	0
11	75	1201	0
11	75	1202	0.000009
11	75	1203	0
11	75	1301	0.000001
11	75	1302	0
11	75	1303	0
11	75	1304	0
11	75	1312	0
11	75	1401	0
11	75	1404	0.000001
11	75	1405	0
11	75	1407	0
11	75	1409	0
11	75	1418	0
11	75	1425	0
11	75	1501	0
11	75	1502	0.000006
11	75	1503	0
11	75	1506	0
11	75	1602	0.000001
11	76	0101	0.000002
11	76	0401	0.000001
11	76	0403	0
11	76	0404	0
11	76	0405	0
11	76	0406	0
11	76	0408	0
11	76	0412	0
11	76	0418	0
11	76	0802	0
11	76	0803	0
11	76	0901	0
11	76	1001	0
11	76	1101	0
11	76	1202	0
11	76	1302	0.000001
11	76	1303	0
11	76	1304	0
11	76	1312	0
11	76	1321	0
11	76	1401	0
11	76	1404	0
11	76	1502	0
11	76	1602	0
11	77	0102	0
11	77	0405	0
11	77	0901	0
11	77	1105	0
11	77	1202	0
11	77	1203	0
11	77	1404	0
11	77	1501	0
11	77	1502	0
11	77	1503	0
11	77	1601	0
11	78	0101	0.000001
11	78	0302	0
11	78	0402	0
11	78	0414	0
11	78	0901	0
11	78	1001	0
11	78	1101	0.000001
11	78	1104	0.000001
11	78	1201	0
11	78	1202	0
11	78	1302	0
11	78	1401	0
11	78	1501	0
11	78	1506	0
11	81	0101	0
11	81	0405	0
11	81	0410	0
11	81	0701	0
11	81	0901	0
11	81	1101	0
11	81	1111	0
11	81	1127	0
11	81	1201	0
11	81	1312	0
11	81	1401	0
11	81	1501	0
11	81	1602	0
11	82	1102	0
11	82	1404	0
23	7	0101	0.000034
23	7	0102	0.000003
23	7	0103	0.000002
23	7	0301	0.000018
23	7	0302	0.000002
23	7	0303	0
23	7	0401	0.000031
23	7	0402	0
23	7	0403	0
23	7	0404	0.000019
23	7	0405	0.000003
23	7	0406	0
23	7	0407	0
23	7	0408	0
23	7	0701	0.000069
23	7	0801	0.000013
23	7	0802	0
23	7	0804	0.000001
23	7	0806	0
23	7	0901	0.00002
23	7	1001	0.000009
23	7	1101	0.000015
23	7	1102	0.000013
23	7	1103	0
23	7	1104	0.00001
23	7	1106	0
23	7	1110	0
23	7	1117	0
23	7	1201	0.000009
23	7	1202	0
23	7	1301	0.000025
23	7	1302	0.000023
23	7	1303	0.000008
23	7	1304	0.000001
23	7	1305	0
23	7	1316	0
23	7	1322	0.000001
23	7	1401	0.00001
23	7	1402	0
23	7	1405	0
23	7	1408	0
23	7	1410	0
23	7	1501	0.000377
23	7	1502	0
23	7	1503	0.000008
23	7	1601	0.000003
23	7	1602	0.000001
23	7	1604	0
23	8	0101	0.000014
23	8	0102	0.000002
23	8	0301	0.000365
23	8	0302	0
23	8	0401	0.000008
23	8	0402	0.000001
23	8	0403	0.000001
23	8	0404	0.000005
23	8	0405	0
23	8	0407	0.000002
23	8	0411	0
23	8	0413	0
23	8	0416	0
23	8	0701	0.000014
23	8	0801	0.000005
23	8	0804	0
23	8	0805	0
23	8	0901	0
23	8	1001	0.000002
23	8	1101	0.000009
23	8	1102	0.000001
23	8	1103	0.000001
23	8	1104	0
23	8	1112	0
23	8	1201	0.000002
23	8	1202	0
23	8	1301	0.00001
23	8	1302	0.000004
23	8	1303	0.000011
23	8	1304	0.000002
23	8	1401	0.000012
23	8	1404	0
23	8	1405	0
23	8	1408	0
23	8	1416	0
23	8	1501	0.000044
23	8	1502	0.000004
23	8	1503	0
23	8	1601	0
23	8	1602	0.000001
23	13	0101	0.000002
23	13	0102	0
23	13	0103	0.000001
23	13	0301	0.000002
23	13	0401	0.000002
23	13	0404	0
23	13	0408	0
23	13	0419	0
23	13	0701	0.000101
23	13	0804	0
23	13	0901	0
23	13	1001	0.000001
23	13	1101	0.000014
23	13	1104	0
23	13	1110	0
23	13	1201	0
23	13	1301	0
23	13	1303	0.000001
23	13	1304	0
23	13	1403	0
23	13	1404	0
23	13	1406	0
23	13	1501	0.000008
23	13	1502	0
23	13	1503	0
23	14	0101	0.000012
23	14	0102	0.000248
23	14	0103	0
23	14	0104	0
23	14	0301	0.000119
23	14	0302	0.000001
23	14	0401	0.000003
23	14	0402	0.000001
23	14	0403	0
23	14	0404	0
23	14	0405	0.000006
23	14	0406	0.000002
23	14	0407	0.000003
23	14	0408	0.000004
23	14	0409	0
23	14	0701	0.000048
23	14	0801	0.000002
23	14	0803	0
23	14	0804	0
23	14	0806	0.000001
23	14	0811	0
23	14	0901	0.000002
23	14	1001	0.000005
23	14	1101	0.000008
23	14	1102	0.000002
23	14	1104	0.000005
23	14	1105	0
23	14	1110	0
23	14	1114	0
23	14	1201	0.000003
23	14	1202	0
23	14	1301	0.000001
23	14	1302	0.000019
23	14	1303	0.000043
23	14	1304	0.000001
23	14	1305	0
23	14	1322	0
23	14	1323	0.000001
23	14	1331	0
23	14	1401	0.000015
23	14	1406	0
23	14	1501	0.000031
23	14	1502	0
23	14	1503	0.000001
23	14	1601	0.000001
23	14	1602	0.000001
23	18	0101	0.000006
23	18	0102	0.000004
23	18	0103	0.000034
23	18	0301	0.000114
23	18	0302	0.000001
23	18	0401	0.00002
23	18	0403	0.000008
23	18	0405	0
23	18	0408	0.000003
23	18	0701	0.000016
23	18	0801	0
23	18	0804	0.000001
23	18	0806	0
23	18	0901	0.000001
23	18	1001	0.000001
23	18	1101	0.000027
23	18	1102	0
23	18	1103	0.000001
23	18	1104	0.000076
23	18	1112	0
23	18	1201	0.000001
23	18	1202	0
23	18	1301	0.000006
23	18	1302	0.000006
23	18	1303	0.000001
23	18	1304	0
23	18	1308	0
23	18	1311	0
23	18	1315	0.000001
23	18	1401	0.000017
23	18	1407	0.000001
23	18	1501	0.000032
23	18	1503	0
23	18	1505	0
23	18	1506	0
23	18	1601	0.000006
23	18	1602	0
23	18	1603	0
23	27	0101	0.000029
23	27	0102	0
23	27	0103	0.000002
23	27	0301	0.000001
23	27	0302	0
23	27	0401	0.000033
23	27	0403	0.000008
23	27	0404	0.000003
23	27	0405	0.000001
23	27	0407	0
23	27	0413	0
23	27	0416	0
23	27	0701	0.000013
23	27	0801	0.000011
23	27	0803	0
23	27	0804	0
23	27	0806	0.000003
23	27	0901	0.000002
23	27	1001	0.000002
23	27	1101	0.000031
23	27	1102	0.000002
23	27	1103	0
23	27	1104	0.000009
23	27	1110	0
23	27	1201	0.000003
23	27	1202	0.000003
23	27	1301	0.000006
23	27	1302	0.000005
23	27	1303	0.000003
23	27	1304	0
23	27	1305	0.000002
23	27	1401	0.000001
23	27	1501	0.000026
23	27	1601	0.000003
23	27	1602	0
23	35	0101	0.000149
23	35	0102	0.000002
23	35	0103	0.00001
23	35	0301	0.000021
23	35	0302	0.000001
23	35	0303	0
23	35	0401	0.000006
23	35	0402	0.00001
23	35	0403	0.000059
23	35	0404	0.000011
23	35	0405	0.000003
23	35	0406	0
23	35	0407	0.000004
23	35	0408	0.000013
23	35	0411	0
23	35	0414	0
23	35	0416	0
23	35	0419	0
23	35	0701	0.00004
23	35	0801	0.000006
23	35	0802	0
23	35	0804	0.000006
23	35	0806	0
23	35	0901	0.000004
23	35	1001	0.000005
23	35	1101	0.000049
23	35	1102	0.000008
23	35	1103	0.000001
23	35	1104	0.000088
23	35	1110	0
23	35	1201	0.000006
23	35	1202	0
23	35	1203	0.000001
23	35	1301	0.000025
23	35	1302	0.000036
23	35	1303	0.00001
23	35	1304	0
23	35	1305	0.000003
23	35	1307	0
23	35	1311	0
23	35	1322	0
23	35	1323	0
23	35	1401	0.000041
23	35	1402	0
23	35	1404	0
23	35	1407	0
23	35	1501	0.000023
23	35	1502	0.000004
23	35	1503	0.000002
23	35	1601	0.000008
23	35	1602	0.000001
23	37	0101	0.000007
23	37	0102	0.000001
23	37	0301	0.000001
23	37	0402	0
23	37	0403	0.000001
23	37	0404	0.000001
23	37	0406	0.000003
23	37	0414	0
23	37	0701	0.000005
23	37	0801	0.000002
23	37	0803	0
23	37	0806	0
23	37	0810	0
23	37	0901	0.000001
23	37	1001	0.000009
23	37	1101	0.000005
23	37	1102	0.000001
23	37	1103	0.000008
23	37	1104	0
23	37	1301	0.000002
23	37	1302	0
23	37	1401	0.000001
23	37	1406	0
23	37	1501	0.000005
23	37	1503	0
23	37	1601	0.000001
23	37	1602	0
23	38	0101	0.000025
23	38	0102	0.000001
23	38	0103	0.000001
23	38	0301	0.000154
23	38	0401	0.000004
23	38	0402	0.000016
23	38	0403	0.000001
23	38	0404	0.000003
23	38	0405	0
23	38	0410	0
23	38	0414	0
23	38	0701	0.000011
23	38	0801	0
23	38	0802	0
23	38	0803	0
23	38	0804	0.000001
23	38	0806	0
23	38	0810	0
23	38	0901	0
23	38	1001	0.000002
23	38	1101	0.000005
23	38	1102	0
23	38	1103	0.000001
23	38	1104	0.000005
23	38	1301	0.000098
23	38	1302	0.000007
23	38	1304	0
23	38	1322	0
23	38	1401	0.000014
23	38	1407	0
23	38	1501	0.000006
23	38	1502	0
23	38	1503	0
23	38	1504	0
23	38	1505	0
23	38	1506	0
23	38	1601	0
23	38	1603	0
23	38	1605	0
23	38	1607	0
23	39	0101	0.000003
23	39	0102	0
23	39	0103	0
23	39	0301	0.000003
23	39	0302	0
23	39	0401	0.000001
23	39	0403	0
23	39	0405	0
23	39	0407	0.000001
23	39	0408	0.000001
23	39	0411	0
23	39	0701	0.000004
23	39	0801	0.00001
23	39	0802	0
23	39	0804	0.000002
23	39	0806	0
23	39	0807	0
23	39	0811	0
23	39	0901	0.000001
23	39	1001	0
23	39	1101	0.000006
23	39	1102	0
23	39	1103	0.000001
23	39	1104	0
23	39	1201	0
23	39	1202	0
23	39	1203	0.000001
23	39	1301	0.000008
23	39	1302	0.000003
23	39	1303	0.000007
23	39	1304	0.000002
23	39	1305	0
23	39	1321	0
23	39	1401	0
23	39	1402	0.000001
23	39	1403	0
23	39	1406	0
23	39	1412	0
23	39	1421	0
23	39	1501	0.000012
23	39	1503	0
23	39	1601	0.000015
23	41	0101	0.000006
23	41	0102	0.000005
23	41	0301	0.000022
23	41	0302	0
23	41	0401	0.000002
23	41	0402	0.000003
23	41	0403	0.000003
23	41	0405	0.000005
23	41	0407	0
23	41	0408	0.000002
23	41	0411	0
23	41	0701	0.000146
23	41	0801	0.000001
23	41	0802	0.000004
23	41	0804	0.000047
23	41	0807	0
23	41	0901	0.000002
23	41	1001	0.000006
23	41	1101	0.000023
23	41	1102	0
23	41	1104	0.000512
23	41	1114	0.000001
23	41	1201	0
23	41	1202	0
23	41	1301	0
23	41	1302	0.000054
23	41	1303	0.000037
23	41	1304	0
23	41	1305	0.00001
23	41	1401	0.000006
23	41	1402	0
23	41	1404	0
23	41	1407	0
23	41	1501	0.000005
23	41	1502	0.000001
23	41	1503	0
23	41	1506	0
23	41	1601	0.000003
23	41	1602	0
23	42	0101	0.000002
23	42	0102	0
23	42	0104	0
23	42	0301	0
23	42	0302	0.000001
23	42	0303	0
23	42	0401	0
23	42	0403	0
23	42	0405	0
23	42	0410	0
23	42	0411	0
23	42	0417	0
23	42	0701	0.000001
23	42	0703	0.000001
23	42	0804	0.000002
23	42	0901	0.000001
23	42	1001	0.000001
23	42	1101	0
23	42	1102	0.000001
23	42	1104	0
23	42	1110	0
23	42	1201	0
23	42	1202	0
23	42	1301	0
23	42	1302	0.000001
23	42	1303	0
23	42	1304	0
23	42	1305	0
23	42	1307	0
23	42	1316	0
23	42	1401	0
23	42	1407	0
23	42	1424	0
23	42	1503	0
23	42	1602	0
23	44	0101	0.000236
23	44	0102	0.000031
23	44	0103	0.000022
23	44	0301	0.000244
23	44	0302	0
23	44	0305	0
23	44	0401	0.000262
23	44	0402	0.000087
23	44	0403	0.000032
23	44	0404	0.000132
23	44	0405	0.000014
23	44	0406	0.000004
23	44	0407	0.000027
23	44	0408	0.000005
23	44	0410	0
23	44	0411	0
23	44	0413	0
23	44	0416	0
23	44	0417	0
23	44	0701	0.006034
23	44	0801	0.000052
23	44	0802	0.000009
23	44	0803	0.000038
23	44	0804	0
23	44	0806	0
23	44	0901	0.000012
23	44	1001	0.000025
23	44	1101	0.000242
23	44	1102	0.000018
23	44	1103	0.000023
23	44	1104	0.000153
23	44	1108	0
23	44	1110	0
23	44	1111	0.000001
23	44	1201	0.000039
23	44	1202	0.000004
23	44	1301	0.000152
23	44	1302	0.000253
23	44	1303	0.00004
23	44	1304	0
23	44	1305	0.000004
23	44	1331	0
23	44	1401	0.000069
23	44	1404	0.000001
23	44	1406	0
23	44	1407	0.000005
23	44	1501	0.000402
23	44	1502	0.00003
23	44	1503	0.000001
23	44	1601	0.000034
23	44	1602	0.000002
23	45	0101	0.000005
23	45	0102	0.000002
23	45	0103	0
23	45	0104	0
23	45	0301	0.000006
23	45	0302	0.000001
23	45	0401	0.000019
23	45	0402	0
23	45	0403	0.000015
23	45	0405	0
23	45	0406	0.000033
23	45	0407	0
23	45	0408	0.000011
23	45	0413	0
23	45	0416	0
23	45	0701	0.000061
23	45	0801	0.000001
23	45	0802	0
23	45	0803	0
23	45	0804	0.000002
23	45	0806	0
23	45	0901	0.000007
23	45	1001	0.000006
23	45	1101	0.000023
23	45	1102	0.000001
23	45	1103	0
23	45	1104	0
23	45	1110	0
23	45	1114	0
23	45	1201	0.000004
23	45	1202	0
23	45	1301	0.00001
23	45	1302	0.000003
23	45	1303	0
23	45	1304	0
23	45	1324	0
23	45	1401	0.000014
23	45	1404	0
23	45	1411	0
23	45	1501	0.000006
23	45	1502	0.000004
23	45	1503	0
23	45	1601	0
23	45	1602	0
23	46	0301	0
23	46	0701	0
23	46	0901	0
23	46	1101	0
23	46	1104	0
23	46	1127	0
23	46	1201	0
23	46	1202	0
23	47	0101	0
23	47	0102	0.000002
23	47	0301	0
23	47	0302	0
23	47	0303	0
23	47	0405	0
23	47	0408	0.000001
23	47	1001	0
23	47	1104	0
23	47	1116	0.000001
23	47	1301	0
23	47	1303	0.000006
23	47	1322	0
23	47	1501	0.000001
23	47	1503	0
23	48	0101	0
23	48	0102	0
23	48	0104	0
23	48	0301	0
23	48	0404	0
23	48	0405	0
23	48	0410	0
23	48	0415	0
23	48	0701	0
23	48	0802	0
23	48	0901	0
23	48	1001	0
23	48	1101	0
23	48	1104	0.000001
23	48	1201	0
23	48	1302	0
23	48	1401	0
23	48	1402	0
23	49	0101	0.000224
23	49	0102	0.000008
23	49	0103	0.000002
23	49	0301	0.000191
23	49	0302	0
23	49	0401	0.000081
23	49	0402	0.000021
23	49	0403	0.0001
23	49	0404	0.000014
23	49	0405	0.000125
23	49	0407	0.000002
23	49	0408	0.000005
23	49	0413	0.000001
23	49	0414	0
23	49	0416	0
23	49	0701	0.000142
23	49	0801	0.000019
23	49	0802	0
23	49	0803	0.000017
23	49	0804	0.000014
23	49	0807	0
23	49	0901	0.000004
23	49	1001	0.000026
23	49	1101	0.000986
23	49	1102	0.000007
23	49	1103	0.000023
23	49	1104	0.000801
23	49	1108	0.000001
23	49	1109	0.000001
23	49	1123	0
23	49	1125	0
23	49	1201	0.000059
23	49	1301	0.000043
23	49	1302	0.00007
23	49	1303	0.000007
23	49	1304	0
23	49	1305	0.000005
23	49	1308	0
23	49	1401	0.000035
23	49	1402	0
23	49	1404	0.000001
23	49	1405	0
23	49	1406	0
23	49	1408	0
23	49	1501	0.000419
23	49	1502	0.000013
23	49	1503	0.000002
23	49	1601	0.000041
23	49	1602	0.000002
23	49	1608	0
23	50	0101	0.000017
23	50	0102	0.000002
23	50	0301	0.000351
23	50	0302	0
23	50	0304	0.000001
23	50	0401	0.000027
23	50	0402	0.000019
23	50	0403	0.000004
23	50	0404	0.000009
23	50	0405	0.000006
23	50	0406	0.000079
23	50	0407	0
23	50	0701	0.000096
23	50	0801	0
23	50	0802	0
23	50	0803	0.000001
23	50	0804	0
23	50	0806	0
23	50	0901	0.000001
23	50	1001	0.000004
23	50	1101	0.000042
23	50	1102	0.000003
23	50	1103	0
23	50	1104	0.000029
23	50	1112	0.000001
23	50	1127	0
23	50	1201	0.000013
23	50	1203	0.000001
23	50	1301	0.000004
23	50	1302	0.000006
23	50	1303	0.000069
23	50	1304	0
23	50	1305	0.000001
23	50	1401	0.000018
23	50	1404	0.000001
23	50	1406	0
23	50	1501	0.000038
23	50	1502	0
23	50	1503	0
23	50	1506	0
23	50	1601	0.000009
23	50	1602	0.000003
23	51	0101	0.000032
23	51	0102	0.000001
23	51	0103	0.000001
23	51	0301	0.000012
23	51	0302	0
23	51	0401	0.000004
23	51	0402	0.000003
23	51	0403	0
23	51	0404	0.000003
23	51	0405	0
23	51	0406	0.000001
23	51	0407	0.000014
23	51	0408	0
23	51	0410	0
23	51	0414	0
23	51	0417	0
23	51	0701	0.00005
23	51	0801	0.000001
23	51	0802	0
23	51	0803	0.000002
23	51	0804	0
23	51	0806	0
23	51	0901	0.000002
23	51	1001	0
23	51	1101	0.000052
23	51	1102	0.000006
23	51	1103	0
23	51	1104	0.000029
23	51	1110	0
23	51	1111	0.000001
23	51	1114	0
23	51	1201	0.000014
23	51	1202	0
23	51	1301	0.000057
23	51	1302	0.000022
23	51	1303	0.000044
23	51	1304	0.000023
23	51	1322	0.000001
23	51	1337	0
23	51	1401	0.000016
23	51	1403	0
23	51	1404	0
23	51	1406	0
23	51	1407	0
23	51	1501	0.000048
23	51	1502	0.000006
23	51	1503	0
23	51	1601	0.000002
23	51	1602	0
23	51	1603	0
23	51	1605	0
23	52	0101	0.000002
23	52	0102	0
23	52	0301	0.000003
23	52	0302	0
23	52	0303	0
23	52	0401	0
23	52	0403	0.000004
23	52	0404	0
23	52	0405	0
23	52	0409	0.000001
23	52	0410	0
23	52	0413	0
23	52	0701	0
23	52	0801	0
23	52	0802	0
23	52	0804	0
23	52	0901	0
23	52	1001	0.000001
23	52	1101	0.000006
23	52	1102	0
23	52	1104	0.000002
23	52	1202	0
23	52	1301	0.000004
23	52	1302	0.000001
23	52	1303	0.000008
23	52	1304	0
23	52	1401	0.000001
23	52	1403	0
23	52	1404	0.000001
23	52	1406	0.000001
23	52	1412	0
23	52	1419	0
23	52	1501	0
23	52	1502	0.000054
23	52	1503	0
23	52	1506	0
23	52	1602	0
23	53	0101	0.000003
23	53	0102	0.000005
23	53	0104	0
23	53	0301	0.000005
23	53	0302	0.000003
23	53	0303	0
23	53	0401	0
23	53	0404	0.000001
23	53	0405	0.000001
23	53	0407	0
23	53	0410	0
23	53	0411	0
23	53	0413	0
23	53	0416	0
23	53	0417	0
23	53	0701	0.000003
23	53	0802	0
23	53	0804	0.000003
23	53	0806	0
23	53	0807	0
23	53	0811	0
23	53	0901	0.000018
23	53	1001	0
23	53	1101	0.000012
23	53	1102	0.000003
23	53	1104	0.000002
23	53	1109	0
23	53	1110	0
23	53	1114	0
23	53	1201	0
23	53	1202	0
23	53	1301	0
23	53	1302	0.000018
23	53	1303	0.000001
23	53	1304	0
23	53	1305	0
23	53	1306	0
23	53	1310	0
23	53	1322	0
23	53	1323	0
23	53	1401	0.000002
23	53	1402	0
23	53	1406	0
23	53	1501	0.000004
23	53	1502	0
23	53	1503	0.000002
23	53	1506	0
23	53	1602	0.000001
23	54	0101	0
23	54	0104	0
23	54	0401	0.000001
23	54	0405	0
23	54	0410	0
23	54	0801	0
23	54	0803	0
23	54	0806	0
23	54	0810	0
23	54	0901	0
23	54	1404	0
23	55	0101	0.000003
23	55	0102	0
23	55	0301	0.000001
23	55	0302	0
23	55	0401	0.000001
23	55	0402	0.000002
23	55	0403	0
23	55	0404	0
23	55	0405	0
23	55	0406	0
23	55	0407	0.000002
23	55	0408	0.000032
23	55	0410	0
23	55	0701	0.000005
23	55	0801	0.000001
23	55	0802	0
23	55	0804	0
23	55	0807	0
23	55	0811	0
23	55	0901	0.000002
23	55	1001	0
23	55	1101	0.000015
23	55	1103	0.000002
23	55	1104	0
23	55	1201	0.000001
23	55	1202	0
23	55	1301	0.000013
23	55	1302	0.000002
23	55	1303	0.000002
23	55	1304	0
23	55	1401	0.000032
23	55	1402	0
23	55	1404	0
23	55	1406	0
23	55	1407	0.000001
23	55	1501	0.000007
23	55	1502	0
23	55	1503	0
23	55	1601	0
23	56	0101	0.00003
23	56	0102	0
23	56	0301	0.000001
23	56	0302	0
23	56	0401	0.000001
23	56	0403	0.000002
23	56	0405	0
23	56	0411	0
23	56	0413	0
23	56	0701	0.000007
23	56	0801	0
23	56	0803	0.000001
23	56	0901	0.000013
23	56	1001	0
23	56	1101	0
23	56	1102	0
23	56	1201	0.000001
23	56	1202	0
23	56	1301	0.000001
23	56	1302	0.000001
23	56	1303	0
23	56	1304	0
