A	B	DRB1	freq
26	61	1416	0.000001
26	61	1427	0
26	61	1501	0.000011
26	61	1502	0
26	61	1503	0
26	61	1601	0.000043
26	61	1602	0.000008
26	62	0101	0.00016
26	62	0102	0.000003
26	62	0103	0.000001
26	62	0301	0.000033
26	62	0302	0
26	62	0401	0.000109
26	62	0402	0.000005
26	62	0403	0.000015
26	62	0404	0.00001
26	62	0405	0.000001
26	62	0406	0.000001
26	62	0407	0.000011
26	62	0408	0.000026
26	62	0410	0
26	62	0411	0
26	62	0414	0
26	62	0432	0
26	62	0701	0.000122
26	62	0801	0.000035
26	62	0802	0.000002
26	62	0803	0.000002
26	62	0806	0
26	62	0901	0.000011
26	62	1001	0.000003
26	62	1101	0.0001
26	62	1103	0.000023
26	62	1104	0.000081
26	62	1106	0
26	62	1201	0.000009
26	62	1202	0
26	62	1301	0.00017
26	62	1302	0.000016
26	62	1303	0.000003
26	62	1312	0
26	62	1314	0
26	62	1326	0
26	62	1401	0.000048
26	62	1402	0
26	62	1403	0
26	62	1404	0
26	62	1405	0
26	62	1406	0.000001
26	62	1407	0.000001
26	62	1409	0.000001
26	62	1418	0
26	62	1424	0
26	62	1425	0
26	62	1501	0.000072
26	62	1502	0.000004
26	62	1503	0
26	62	1601	0.000039
26	62	1602	0.000003
26	62	1605	0.000002
26	63	0101	0.000001
26	63	0102	0.000001
26	63	0104	0
26	63	0301	0
26	63	0302	0
26	63	0402	0
26	63	0403	0
26	63	0404	0.000001
26	63	0405	0.000001
26	63	0406	0
26	63	0407	0
26	63	0414	0
26	63	0701	0.000006
26	63	0802	0
26	63	0804	0
26	63	0901	0.000001
26	63	1001	0
26	63	1101	0.000003
26	63	1102	0
26	63	1103	0.000001
26	63	1104	0.000003
26	63	1201	0.000001
26	63	1202	0
26	63	1301	0
26	63	1302	0.000078
26	63	1303	0.000002
26	63	1304	0
26	63	1322	0
26	63	1323	0
26	63	1401	0.000002
26	63	1404	0
26	63	1406	0
26	63	1501	0.000004
26	63	1502	0
26	63	1503	0
26	63	1601	0.000002
26	67	0101	0
26	67	0302	0
26	67	0405	0
26	67	0701	0
26	67	0801	0
26	67	0803	0
26	67	0806	0
26	67	0810	0
26	67	0814	0
26	67	0901	0
26	67	1202	0
26	67	1301	0
26	67	1302	0
26	67	1324	0
26	67	1401	0
26	67	1406	0
26	67	1501	0
26	67	1602	0
26	70	0101	0.000006
26	70	0102	0
26	70	0103	0
26	70	0301	0.000003
26	70	0302	0
26	70	0401	0.000001
26	70	0402	0.000001
26	70	0403	0
26	70	0404	0.000006
26	70	0405	0
26	70	0406	0
26	70	0407	0
26	70	0411	0
26	70	0701	0.00002
26	70	0801	0
26	70	0802	0
26	70	0803	0
26	70	0804	0.000002
26	70	0806	0
26	70	0901	0
26	70	1001	0.000002
26	70	1101	0.000008
26	70	1102	0.000002
26	70	1103	0.000007
26	70	1104	0.000001
26	70	1201	0.000001
26	70	1301	0.000018
26	70	1302	0.00001
26	70	1303	0.000015
26	70	1304	0
26	70	1305	0.000001
26	70	1401	0.000001
26	70	1404	0
26	70	1405	0
26	70	1406	0
26	70	1501	0
26	70	1502	0.000002
26	70	1503	0
26	70	1506	0
26	70	1601	0.000001
26	70	1602	0
26	70	1605	0.000001
26	73	0701	0
26	73	0809	0
26	73	1501	0.000001
26	75	0101	0
26	75	0301	0
26	75	0403	0
26	75	0406	0
26	75	0407	0
26	75	0701	0.000001
26	75	0802	0
26	75	0803	0
26	75	0901	0
26	75	1104	0
26	75	1106	0
26	75	1202	0
26	75	1301	0
26	75	1303	0.000001
26	75	1312	0
26	75	1322	0
26	75	1323	0
26	75	1401	0
26	75	1418	0
26	75	1425	0
26	75	1501	0
26	75	1502	0
26	75	1503	0.000001
26	75	1601	0
26	75	1602	0
26	76	0101	0.000004
26	76	0401	0.000001
26	76	0701	0
26	76	0803	0
26	76	0901	0
26	76	1103	0
26	76	1202	0
26	76	1301	0.000001
26	76	1502	0
26	77	1001	0
26	77	1104	0
26	77	1202	0
26	77	1301	0
26	77	1302	0
26	77	1401	0
26	77	1602	0.000001
26	78	0301	0
26	78	0302	0
26	78	0404	0
26	78	0405	0
26	78	0701	0.000001
26	78	0803	0
26	78	0804	0
26	78	0810	0
26	78	1101	0
26	78	1127	0
26	78	1202	0
26	78	1301	0
26	78	1302	0
26	78	1303	0
26	78	1401	0.000001
26	78	1403	0
26	78	1412	0
26	78	1602	0
26	81	0405	0
26	81	0701	0
26	81	0804	0
26	81	0901	0
26	81	1101	0
26	81	1301	0
26	81	1304	0
26	81	1305	0
26	81	1316	0
26	81	1401	0
26	81	1407	0
26	81	1501	0
26	81	1506	0
26	82	0102	0
26	82	0302	0
26	82	0405	0
26	82	0701	0
26	82	0901	0
26	82	1101	0
26	82	1102	0
26	82	1127	0
26	82	1303	0
29	7	0101	0.000231
29	7	0102	0.000009
29	7	0103	0.000026
29	7	0301	0.000068
29	7	0302	0
29	7	0307	0
29	7	0401	0.000106
29	7	0402	0.000012
29	7	0403	0.000021
29	7	0404	0.000079
29	7	0405	0.000005
29	7	0407	0.000017
29	7	0410	0
29	7	0411	0
29	7	0414	0
29	7	0422	0.000001
29	7	0701	0.00022
29	7	0801	0.000019
29	7	0802	0
29	7	0803	0
29	7	0804	0.000004
29	7	0806	0
29	7	0807	0
29	7	0811	0
29	7	0901	0.000004
29	7	1001	0.000611
29	7	1101	0.000163
29	7	1102	0.000002
29	7	1103	0.000003
29	7	1104	0.000076
29	7	1201	0.000036
29	7	1202	0
29	7	1301	0.000061
29	7	1302	0.000312
29	7	1303	0.000011
29	7	1304	0
29	7	1305	0.000008
29	7	1307	0
29	7	1312	0
29	7	1321	0.000001
29	7	1401	0.00011
29	7	1402	0
29	7	1404	0.000001
29	7	1405	0
29	7	1406	0
29	7	1407	0.000001
29	7	1415	0
29	7	1416	0
29	7	1501	0.000767
29	7	1502	0.000021
29	7	1503	0
29	7	1506	0
29	7	1601	0.000057
29	7	1602	0.000005
29	7	1608	0.000001
29	8	0101	0.000014
29	8	0102	0.000001
29	8	0103	0.000003
29	8	0104	0
29	8	0301	0.000509
29	8	0302	0.000001
29	8	0304	0.000002
29	8	0307	0.000001
29	8	0401	0.000012
29	8	0402	0.000001
29	8	0404	0.000006
29	8	0407	0.000003
29	8	0408	0.000003
29	8	0701	0.000025
29	8	0801	0.000005
29	8	0802	0
29	8	0804	0
29	8	0901	0.000002
29	8	1001	0
29	8	1101	0.000008
29	8	1102	0
29	8	1103	0
29	8	1104	0.000003
29	8	1201	0.000015
29	8	1301	0.000005
29	8	1302	0.000005
29	8	1303	0.000003
29	8	1304	0
29	8	1310	0.000001
29	8	1311	0
29	8	1324	0
29	8	1401	0.000007
29	8	1402	0
29	8	1406	0
29	8	1501	0.00006
29	8	1502	0
29	8	1503	0
29	8	1602	0.000001
29	13	0101	0.000015
29	13	0102	0
29	13	0103	0
29	13	0301	0.000003
29	13	0401	0.000003
29	13	0403	0
29	13	0404	0.000004
29	13	0405	0.000001
29	13	0407	0
29	13	0408	0
29	13	0410	0
29	13	0413	0
29	13	0701	0.000225
29	13	0801	0.000001
29	13	0802	0
29	13	0803	0
29	13	0804	0
29	13	0805	0
29	13	0808	0
29	13	0901	0
29	13	1001	0.000008
29	13	1101	0.000002
29	13	1102	0
29	13	1104	0.000002
29	13	1201	0.000001
29	13	1202	0
29	13	1301	0.000002
29	13	1302	0.000006
29	13	1303	0.000001
29	13	1305	0
29	13	1312	0
29	13	1401	0.000008
29	13	1402	0
29	13	1404	0
29	13	1406	0
29	13	1501	0.000003
29	13	1503	0
29	13	1601	0
29	13	1602	0
29	14	0101	0.000029
29	14	0102	0.000295
29	14	0103	0
29	14	0301	0.000024
29	14	0302	0.000003
29	14	0304	0
29	14	0401	0.000012
29	14	0402	0.000016
29	14	0403	0.000007
29	14	0404	0.00001
29	14	0405	0.000001
29	14	0408	0
29	14	0410	0
29	14	0411	0
29	14	0413	0
29	14	0416	0
29	14	0426	0
29	14	0433	0
29	14	0435	0
29	14	0438	0
29	14	0701	0.000978
29	14	0801	0.000001
29	14	0802	0
29	14	0803	0.000002
29	14	0804	0.000001
29	14	0806	0
29	14	0807	0
29	14	0811	0
29	14	0901	0.000002
29	14	1001	0.000005
29	14	1101	0.00001
29	14	1102	0.000003
29	14	1104	0.00004
29	14	1110	0
29	14	1201	0.000007
29	14	1203	0.000001
29	14	1301	0.00001
29	14	1302	0.000183
29	14	1303	0.000018
29	14	1304	0
29	14	1305	0
29	14	1306	0.000001
29	14	1327	0
29	14	1401	0.000004
29	14	1402	0.000001
29	14	1406	0
29	14	1407	0
29	14	1501	0.000042
29	14	1502	0
29	14	1503	0
29	14	1601	0.000001
29	14	1602	0
29	14	1603	0
29	14	1605	0
29	14	1607	0
29	18	0101	0.000007
29	18	0102	0.000002
29	18	0301	0.000049
29	18	0302	0
29	18	0401	0.000019
29	18	0402	0.000001
29	18	0403	0.000007
29	18	0404	0.000003
29	18	0405	0
29	18	0406	0
29	18	0407	0
29	18	0701	0.00002
29	18	0801	0.000002
29	18	0802	0.000001
29	18	0804	0
29	18	0806	0
29	18	0901	0.000001
29	18	1001	0.000003
29	18	1101	0.000014
29	18	1102	0
29	18	1104	0.000084
29	18	1113	0.000001
29	18	1201	0.000003
29	18	1202	0
29	18	1301	0.000007
29	18	1302	0.000006
29	18	1303	0.000001
29	18	1304	0
29	18	1305	0
29	18	1401	0.00001
29	18	1402	0
29	18	1403	0
29	18	1404	0
29	18	1405	0
29	18	1407	0.000001
29	18	1408	0
29	18	1412	0
29	18	1501	0.000078
29	18	1502	0
29	18	1503	0
29	18	1601	0
29	18	1602	0.000004
29	18	1603	0
29	18	1605	0
29	18	1607	0
29	27	0101	0.000054
29	27	0102	0
29	27	0103	0.000045
29	27	0301	0.000012
29	27	0302	0
29	27	0401	0.000068
29	27	0402	0.000001
29	27	0403	0.000003
29	27	0404	0.000015
29	27	0405	0
29	27	0407	0.000004
29	27	0410	0
29	27	0411	0
29	27	0413	0
29	27	0416	0
29	27	0701	0.000048
29	27	0801	0.000015
29	27	0802	0
29	27	0803	0
29	27	0804	0.000001
29	27	0901	0.000005
29	27	1001	0.000003
29	27	1101	0.000047
29	27	1102	0.000003
29	27	1103	0
29	27	1104	0.000003
29	27	1136	0.000001
29	27	1201	0.000007
29	27	1202	0
29	27	1301	0.000017
29	27	1302	0
29	27	1303	0.000001
29	27	1305	0.000003
29	27	1314	0
29	27	1401	0.000007
29	27	1403	0
29	27	1404	0
29	27	1406	0
29	27	1409	0
29	27	1412	0
29	27	1417	0
29	27	1501	0.000024
29	27	1502	0.000001
29	27	1503	0
29	27	1506	0
29	27	1601	0.000011
29	27	1602	0
29	35	0101	0.000198
29	35	0102	0.000006
29	35	0103	0.00003
29	35	0301	0.000011
29	35	0302	0.000001
29	35	0401	0.000039
29	35	0402	0.000041
29	35	0403	0.000041
29	35	0404	0.000024
29	35	0405	0
29	35	0407	0.000032
29	35	0408	0.000006
29	35	0411	0
29	35	0413	0
29	35	0416	0
29	35	0701	0.000114
29	35	0801	0.000004
29	35	0802	0
29	35	0804	0.000005
29	35	0806	0
29	35	0810	0.000001
29	35	0901	0.000009
29	35	1001	0.000007
29	35	1101	0.000071
29	35	1102	0.000004
29	35	1103	0.000006
29	35	1104	0.000383
29	35	1106	0
29	35	1114	0
29	35	1115	0.000001
29	35	1119	0.000001
29	35	1124	0.000001
29	35	1201	0.000023
29	35	1202	0
29	35	1301	0.000031
29	35	1302	0.000038
29	35	1303	0.00001
29	35	1304	0
29	35	1305	0.000007
29	35	1306	0.000001
29	35	1311	0
29	35	1312	0
29	35	1401	0.000072
29	35	1402	0
29	35	1404	0.000002
29	35	1406	0
29	35	1407	0.000002
29	35	1410	0
29	35	1501	0.000043
29	35	1502	0
29	35	1503	0
29	35	1506	0
29	35	1601	0.00003
29	35	1602	0
29	37	0101	0.000015
29	37	0102	0.000001
29	37	0103	0
29	37	0104	0
29	37	0301	0.000002
29	37	0401	0.000001
29	37	0402	0.000001
29	37	0403	0
29	37	0404	0.000005
29	37	0414	0
29	37	0701	0.000017
29	37	0801	0.000003
29	37	0802	0
29	37	0803	0
29	37	0804	0
29	37	0806	0
29	37	0810	0
29	37	0901	0.000004
29	37	1001	0.000071
29	37	1101	0.000017
29	37	1103	0.000004
29	37	1110	0
29	37	1201	0.000001
29	37	1202	0
29	37	1302	0.000015
29	37	1303	0
29	37	1307	0
29	37	1401	0.000001
29	37	1406	0.000001
29	37	1501	0.000028
29	37	1601	0
29	37	1602	0
29	37	1603	0
29	38	0101	0.000004
29	38	0102	0
29	38	0103	0
29	38	0301	0.000006
29	38	0401	0.000004
29	38	0402	0.000033
29	38	0404	0.000002
29	38	0405	0.000001
29	38	0406	0
29	38	0407	0.000002
29	38	0413	0
29	38	0414	0
29	38	0416	0
29	38	0701	0.000076
29	38	0801	0.000003
29	38	0802	0.000001
29	38	0803	0
29	38	0804	0
29	38	0901	0.000001
29	38	1001	0.000002
29	38	1101	0.000008
29	38	1103	0
29	38	1104	0.00001
29	38	1106	0
29	38	1111	0
29	38	1201	0.000001
29	38	1202	0
29	38	1301	0.000094
29	38	1302	0.000019
29	38	1305	0.000001
29	38	1322	0
29	38	1325	0.000001
29	38	1327	0
29	38	1356	0
29	38	1401	0.000033
29	38	1404	0
29	38	1405	0
29	38	1406	0
29	38	1408	0
29	38	1501	0
29	38	1502	0.000003
29	38	1506	0
29	38	1601	0.000007
29	39	0101	0.00002
29	39	0102	0
29	39	0301	0.000014
29	39	0302	0.000001
29	39	0401	0.000002
29	39	0403	0
29	39	0404	0
29	39	0405	0
29	39	0406	0
29	39	0407	0.000001
29	39	0408	0.000003
29	39	0410	0
29	39	0411	0
29	39	0419	0
29	39	0701	0.000017
29	39	0703	0
29	39	0801	0.000017
29	39	0802	0.000002
29	39	0804	0.000001
29	39	0901	0.000002
29	39	1001	0.000001
29	39	1101	0.000033
29	39	1102	0.000001
29	39	1104	0.000004
29	39	1117	0
29	39	1201	0.000003
29	39	1202	0
29	39	1301	0.000017
29	39	1302	0.000005
29	39	1303	0.000004
29	39	1304	0
29	39	1401	0.000005
29	39	1403	0
29	39	1404	0
29	39	1406	0
29	39	1412	0
29	39	1415	0
29	39	1501	0.00001
29	39	1503	0
29	39	1601	0.00003
29	39	1602	0.000001
29	41	0101	0
29	41	0102	0.000001
29	41	0104	0
29	41	0301	0.000007
29	41	0302	0
29	41	0401	0.000006
29	41	0402	0.000001
29	41	0403	0.000005
29	41	0404	0
29	41	0405	0.000002
29	41	0406	0
29	41	0407	0
29	41	0410	0
29	41	0414	0
29	41	0701	0.000037
29	41	0804	0.000001
29	41	0806	0.000001
29	41	1001	0.000003
29	41	1101	0.000003
29	41	1102	0.000002
29	41	1104	0.000004
29	41	1112	0.000001
29	41	1201	0
29	41	1202	0
29	41	1301	0
29	41	1302	0.000007
29	41	1303	0.00014
29	41	1304	0
29	41	1305	0.000001
29	41	1322	0
29	41	1401	0.000001
29	41	1407	0.000001
29	41	1501	0.000007
29	41	1502	0
29	41	1503	0
29	41	1506	0
29	41	1601	0.000003
29	41	1602	0
29	42	0101	0
29	42	0301	0
29	42	0302	0.000002
29	42	0401	0
29	42	0403	0
29	42	0404	0
29	42	0411	0
29	42	0701	0
29	42	0802	0.000001
29	42	0804	0.000001
29	42	0901	0
29	42	1001	0
29	42	1101	0
29	42	1102	0.000001
29	42	1103	0
29	42	1104	0
29	42	1201	0
29	42	1301	0
29	42	1302	0
29	42	1303	0.000001
29	42	1314	0
29	42	1328	0
29	42	1502	0
29	42	1503	0.000001
29	42	1602	0
29	44	0101	0.000499
29	44	0102	0.000018
29	44	0103	0.000119
29	44	0301	0.000407
29	44	0302	0
29	44	0304	0.000001
29	44	0401	0.000855
29	44	0402	0.000053
29	44	0403	0.000029
29	44	0404	0.000429
29	44	0405	0.000079
29	44	0407	0.000123
29	44	0408	0.000015
29	44	0411	0
29	44	0414	0
29	44	0701	0.015507
29	44	0801	0.000118
29	44	0802	0.000005
29	44	0803	0.000005
29	44	0804	0.000007
29	44	0805	0
29	44	0806	0
29	44	0810	0
29	44	0901	0.000079
29	44	1001	0.000123
29	44	1101	0.000635
29	44	1102	0.000027
29	44	1103	0.000013
29	44	1104	0.000085
29	44	1109	0
29	44	1201	0.000176
29	44	1202	0.000004
29	44	1206	0.000001
29	44	1301	0.000478
29	44	1302	0.000263
29	44	1303	0.000052
29	44	1304	0
29	44	1305	0.000005
29	44	1306	0.000001
29	44	1322	0.000001
29	44	1323	0.000001
29	44	1335	0
29	44	1401	0.000226
29	44	1402	0.000002
29	44	1403	0.000001
29	44	1404	0.000001
29	44	1405	0.000001
29	44	1406	0
29	44	1407	0
29	44	1409	0.000001
29	44	1501	0.001184
29	44	1502	0.00002
29	44	1503	0
29	44	1509	0.000001
29	44	1601	0.000047
29	44	1602	0.000003
29	45	0101	0.000041
29	45	0102	0.000011
29	45	0103	0.000001
29	45	0301	0.000079
29	45	0302	0
29	45	0401	0.000989
29	45	0402	0.000031
29	45	0403	0.000005
29	45	0404	0.000017
29	45	0405	0.00004
29	45	0406	0
29	45	0408	0.000009
29	45	0411	0.000002
29	45	0414	0
29	45	0416	0
29	45	0701	0.000227
29	45	0801	0
29	45	0802	0
29	45	0803	0
29	45	0804	0.000004
29	45	0806	0
29	45	0810	0
29	45	0901	0.000115
29	45	1001	0.000006
29	45	1101	0.000124
29	45	1102	0.00001
29	45	1103	0.000012
29	45	1104	0.000012
29	45	1112	0.000001
29	45	1201	0.000045
29	45	1202	0
29	45	1301	0.000028
29	45	1302	0.000022
29	45	1303	0.000002
29	45	1304	0
29	45	1315	0
29	45	1401	0.000026
29	45	1402	0
29	45	1404	0.000001
29	45	1405	0
29	45	1408	0
29	45	1414	0
29	45	1501	0.000135
29	45	1503	0
29	45	1601	0.000009
29	45	1602	0
29	46	0301	0
29	46	0701	0
29	46	0901	0
29	46	1001	0
29	46	1101	0
29	46	1104	0
29	46	1202	0
29	46	1401	0
29	46	1402	0
29	46	1406	0
29	46	1602	0
29	47	0301	0.000002
29	47	0411	0
29	47	0701	0.000012
29	47	0801	0.000001
29	47	0804	0
29	47	1001	0
29	47	1101	0.000001
29	47	1102	0
29	47	1104	0
29	47	1201	0.000001
29	47	1202	0
29	47	1206	0
29	47	1301	0.000003
29	47	1302	0.000001
29	47	1303	0.000008
29	47	1401	0.000001
29	47	1417	0.000002
29	47	1503	0
29	47	1602	0
29	48	0101	0
29	48	0102	0
29	48	0103	0
29	48	0104	0
29	48	0301	0
29	48	0302	0
29	48	0403	0
29	48	0406	0
29	48	0407	0.000001
29	48	0701	0.000001
29	48	0801	0
29	48	0802	0
29	48	0803	0
29	48	0804	0
29	48	0806	0
29	48	0807	0
29	48	0810	0
29	48	0811	0
29	48	0901	0.000001
29	48	1001	0
29	48	1101	0.000004
29	48	1201	0
29	48	1202	0
29	48	1302	0.000001
29	48	1303	0
29	48	1304	0
29	48	1310	0
29	48	1312	0
29	48	1401	0
29	48	1402	0
29	48	1404	0
29	48	1405	0
29	48	1406	0
29	48	1408	0
29	48	1503	0
29	48	1602	0
29	49	0101	0.000019
29	49	0102	0
29	49	0104	0
29	49	0301	0.000005
29	49	0302	0
29	49	0401	0.000005
29	49	0403	0.000001
29	49	0404	0.000007
29	49	0405	0.000075
29	49	0407	0.000016
29	49	0408	0
29	49	0410	0
29	49	0411	0
29	49	0417	0
29	49	0701	0.000023
29	49	0801	0
29	49	0804	0
29	49	0901	0
29	49	1001	0.000002
29	49	1101	0.000071
29	49	1102	0.000005
29	49	1104	0.000005
29	49	1111	0
29	49	1201	0.000006
29	49	1301	0
29	49	1302	0.000023
29	49	1303	0.000001
29	49	1304	0
29	49	1305	0
29	49	1401	0.000004
29	49	1501	0.000014
29	49	1502	0.000001
29	49	1503	0.000003
29	49	1506	0
29	50	0101	0.000006
29	50	0102	0.000001
29	50	0104	0
29	50	0301	0.000021
29	50	0401	0.000014
29	50	0402	0
29	50	0403	0
29	50	0404	0
29	50	0405	0
29	50	0406	0.000001
29	50	0408	0.000001
29	50	0413	0
29	50	0414	0
29	50	0416	0
29	50	0701	0.000106
29	50	0801	0.000014
29	50	0803	0.000001
29	50	0804	0
29	50	0806	0.00002
29	50	0901	0
29	50	1001	0.000005
29	50	1101	0.000003
29	50	1102	0.000001
29	50	1103	0.000002
29	50	1104	0.000006
29	50	1114	0
29	50	1201	0
29	50	1301	0.000003
29	50	1302	0.000006
29	50	1303	0.000001
29	50	1304	0
29	50	1305	0.000001
29	50	1401	0.000001
29	50	1404	0.000001
29	50	1407	0
29	50	1501	0.000006
29	50	1502	0
29	50	1503	0
29	50	1601	0.000002
29	50	1602	0
29	50	1603	0
29	50	1605	0
29	50	1607	0
29	51	0101	0.000061
29	51	0102	0
29	51	0103	0.000001
29	51	0301	0.000013
29	51	0302	0
29	51	0401	0.000048
29	51	0402	0.000006
29	51	0403	0.000007
29	51	0404	0.000046
29	51	0405	0.000001
29	51	0406	0
29	51	0407	0.000007
29	51	0408	0.000011
29	51	0410	0.000002
29	51	0411	0
29	51	0414	0
29	51	0416	0
29	51	0417	0
29	51	0701	0.000062
29	51	0801	0.000005
29	51	0803	0.000014
29	51	0804	0.000008
29	51	0806	0
29	51	0901	0.00002
29	51	1001	0
29	51	1101	0.000146
29	51	1102	0.000007
29	51	1104	0.000028
29	51	1114	0.000001
29	51	1201	0.000011
29	51	1202	0.000002
29	51	1301	0.000064
29	51	1302	0.000023
29	51	1303	0.000098
29	51	1304	0.000001
29	51	1401	0.000004
29	51	1402	0.000002
29	51	1404	0.000001
29	51	1406	0
29	51	1407	0.000001
29	51	1409	0
29	51	1416	0.000001
29	51	1417	0
29	51	1501	0.000041
29	51	1502	0
29	51	1503	0
29	51	1506	0
29	51	1601	0.00001
29	51	1602	0
29	52	0101	0.000004
29	52	0301	0.000002
29	52	0302	0
29	52	0303	0
29	52	0401	0.000002
29	52	0402	0.000005
29	52	0403	0.000002
29	52	0405	0.000001
29	52	0406	0
29	52	0407	0
29	52	0410	0
29	52	0701	0.000029
29	52	0801	0.000001
29	52	0802	0
29	52	0804	0
29	52	0901	0.000001
29	52	1001	0.000001
29	52	1101	0.000004
29	52	1102	0
29	52	1103	0
29	52	1104	0.0001
29	52	1108	0
29	52	1201	0.000001
29	52	1301	0.000001
29	52	1302	0.000008
29	52	1303	0.000002
29	52	1304	0
29	52	1305	0
29	52	1402	0
29	52	1404	0.000002
29	52	1406	0.000001
29	52	1501	0
29	52	1502	0.000055
29	52	1602	0
29	53	0101	0.000001
29	53	0102	0.000013
29	53	0301	0.000004
29	53	0302	0
29	53	0304	0.000001
29	53	0401	0.000001
29	53	0402	0.000004
29	53	0405	0
29	53	0411	0
29	53	0413	0
29	53	0414	0
29	53	0416	0
29	53	0417	0
29	53	0701	0.000004
29	53	0802	0
29	53	0804	0
29	53	0807	0
29	53	0811	0
29	53	0901	0
29	53	1001	0.000001
29	53	1101	0.000004
29	53	1102	0.000001
29	53	1104	0
29	53	1201	0.000001
29	53	1202	0
29	53	1301	0.000002
29	53	1302	0.00002
29	53	1303	0.000001
29	53	1304	0.000001
29	53	1312	0
29	53	1331	0
29	53	1401	0
29	53	1406	0
29	53	1407	0
29	53	1439	0
29	53	1501	0.000005
29	53	1503	0
29	53	1602	0
29	54	0405	0
29	54	0406	0
29	54	0410	0
29	54	0411	0
29	54	0417	0
29	54	1201	0
29	54	1202	0
29	54	1312	0
29	54	1406	0
29	54	1501	0
29	54	1601	0.000001
29	55	0101	0.000002
29	55	0102	0
29	55	0103	0.000001
29	55	0301	0.00002
29	55	0302	0
29	55	0303	0
29	55	0401	0.000005
29	55	0404	0.00002
29	55	0407	0.000069
29	55	0408	0.000002
29	55	0411	0
29	55	0701	0.000004
29	55	0801	0.000004
29	55	0802	0
29	55	0804	0.000001
29	55	0901	0.000002
29	55	1001	0.000002
29	55	1101	0.000034
29	55	1103	0.000008
29	55	1104	0.000005
29	55	1202	0
29	55	1301	0.000027
29	55	1302	0.000016
29	55	1312	0
29	55	1401	0.000084
29	55	1402	0
29	55	1404	0
29	55	1405	0
29	55	1406	0
29	55	1407	0
29	55	1408	0
29	55	1501	0.000027
29	55	1502	0
29	55	1601	0.00001
29	56	0101	0.000021
29	56	0103	0.000001
29	56	0401	0.000004
29	56	0403	0.000001
29	56	0404	0.000003
29	56	0407	0
29	56	0701	0.000002
29	56	0801	0.000012
29	56	0802	0
29	56	0804	0
29	56	0807	0
29	56	0811	0
29	56	0901	0.000002
29	56	1001	0
29	56	1101	0
29	56	1102	0
29	56	1103	0.000001
29	56	1104	0.000046
29	56	1112	0
29	56	1201	0
29	56	1202	0
29	56	1301	0.000003
29	56	1316	0
29	56	1328	0
29	56	1404	0.000001
29	56	1501	0.000003
29	56	1502	0
29	56	1504	0
29	56	1601	0.000001
29	56	1602	0.000002
29	56	1603	0
29	57	0101	0.000008
29	57	0102	0.000001
29	57	0103	0.000002
29	57	0301	0.000008
29	57	0302	0
29	57	0401	0.000012
29	57	0402	0.000004
29	57	0403	0
29	57	0404	0.000012
29	57	0405	0.000001
29	57	0411	0
29	57	0416	0
29	57	0701	0.000247
29	57	0801	0
29	57	0802	0
29	57	0803	0
29	57	0804	0.000025
29	57	0806	0.000023
29	57	0810	0
29	57	0814	0
29	57	0901	0.000006
29	57	1001	0
29	57	1101	0.000012
29	57	1102	0
29	57	1104	0.000016
29	57	1201	0.000004
29	57	1202	0
29	57	1301	0.000012
29	57	1302	0.000077
29	57	1303	0.000011
29	57	1305	0.000006
29	57	1310	0.000001
29	57	1401	0.000002
29	57	1402	0
29	57	1501	0.000028
29	57	1502	0
29	57	1503	0.000001
29	57	1504	0
29	57	1505	0
29	57	1506	0
29	57	1601	0
29	57	1602	0
29	57	1603	0
29	57	1605	0
29	57	1607	0
29	58	0101	0.000009
29	58	0102	0.000002
29	58	0103	0.000001
29	58	0104	0
29	58	0301	0.000009
29	58	0302	0
29	58	0401	0.000009
29	58	0402	0.000001
29	58	0403	0.000004
29	58	0404	0.000071
29	58	0405	0
29	58	0406	0.000002
29	58	0407	0
29	58	0408	0.000001
29	58	0701	0.000025
29	58	0801	0.000002
29	58	0803	0.000001
29	58	0804	0.000311
29	58	0807	0.000001
29	58	0811	0.000001
29	58	0901	0.000001
29	58	1001	0.000005
29	58	1101	0.000009
29	58	1102	0.000002
29	58	1103	0.000001
29	58	1104	0.000009
29	58	1201	0
29	58	1202	0
29	58	1301	0.000004
29	58	1302	0.00008
29	58	1303	0.000007
29	58	1304	0
29	58	1305	0
29	58	1401	0.000006
29	58	1501	0.000012
29	58	1503	0.000001
29	58	1506	0
29	58	1601	0.000014
29	59	0301	0
29	60	0101	0.000032
29	60	0301	0.000016
29	60	0302	0
29	60	0304	0.000001
29	60	0401	0.000054
29	60	0402	0
29	60	0403	0.000001
29	60	0404	0.000094
29	60	0405	0
29	60	0406	0
29	60	0407	0.000002
29	60	0408	0.000003
29	60	0411	0
29	60	0414	0
29	60	0416	0
29	60	0701	0.000007
29	60	0801	0.000019
29	60	0802	0.000001
29	60	0803	0
29	60	0804	0
29	60	0901	0.000023
29	60	1001	0
29	60	1101	0.00001
29	60	1103	0
29	60	1104	0.000005
29	60	1110	0
29	60	1201	0.000002
29	60	1202	0
29	60	1301	0.000021
29	60	1302	0.000106
29	60	1303	0.000004
29	60	1312	0
29	60	1401	0.000004
29	60	1404	0
29	60	1405	0
29	60	1501	0.000018
29	60	1502	0
29	60	1503	0.000001
29	60	1601	0
29	60	1602	0.000003
29	60	1603	0
29	61	0101	0.000003
29	61	0301	0.000001
29	61	0302	0
29	61	0401	0.000009
29	61	0402	0.000001
29	61	0403	0.000002
29	61	0404	0.000001
29	61	0407	0
29	61	0408	0.000009
